eps acc
0.1 0.7663499116897583
0.2 0.7365999817848206
0.3 0.7007500529289246
0.4 0.6637498140335083
0.5 0.6244499683380127
0.6 0.5827999114990234
0.7 0.5409997701644897
0.8 0.4965001940727234
0.9 0.45305055379867554
1.0 0.4108505845069885
1.1 0.36920058727264404
1.2 0.3297004699707031
1.3 0.29095083475112915
1.4 0.2576006054878235
