eps acc
0.1 0.766499936580658
0.2 0.7371000051498413
0.3 0.7017500400543213
0.4 0.6649998426437378
0.5 0.6262499690055847
0.6 0.5852500200271606
0.7 0.5436495542526245
0.8 0.49975013732910156
0.9 0.45660024881362915
1.0 0.4145005941390991
1.1 0.3744005560874939
1.2 0.33525019884109497
1.3 0.2976006865501404
1.4 0.2640507221221924
